passengerId,longestRun
1484,13
2596,13
4193,13
6758,13
4554,13
5958,13
8197,13
1454,13
3560,13
6823,13
1853,13
5479,13
7716,13
4502,13
2544,13
3716,13
1637,13
1782,13
3307,13
6987,13
4339,13
8735,13
859,13
8988,13
5116,13
2503,13
2550,13
4990,13
11834,13
7373,13
4407,13
10229,13
3178,13
1472,13
9683,13
8017,13
638,13
975,13
1678,13
2411,13
4468,13
5377,13
5414,13
5491,13
248,13
6575,13
6805,13
5734,13
5977,13
9665,13
905,13
1004,13
5643,13
4671,13
5873,13
4955,13
2869,13
1371,13
2446,13
8320,13
2325,13
5707,13
8167,13
10085,13
4677,13
1338,13
2500,13
11166,13
8871,13
2626,13
8235,13
1424,13
2509,13
7811,13
7565,13
4178,13
4607,13
7505,13
187,13
393,13
954,13
9460,13
1413,13
1342,12
1591,12
1025,12
2563,12
1303,12
1903,12
6622,12
7850,12
2231,12
3220,12
3876,12
7120,12
3913,12
4307,12
8501,12
2156,12
2802,12
857,12
2479,12
3149,12
1417,12
1468,12
4798,12
11450,12
1183,12
4917,12
2212,12
2683,12
5592,12
10015,12
1826,12
8132,12
11041,12
2758,12
4700,12
9700,12
1493,12
8411,12
4919,12
271,12
606,12
3370,12
5764,12
6030,12
4523,12
223,12
2090,12
5422,12
1208,12
1775,12
3260,12
3519,12
8355,12
578,12
926,12
8270,12
4070,12
4090,12
5905,12
4336,12
9077,12
230,12
4280,12
360,12
5787,12
1505,12
11513,12
1456,12
6326,12
6339,12
7890,12
1613,12
2306,12
618,12
694,12
1586,12
1774,12
9516,12
4656,12
2941,12
10046,12
363,12
2138,12
3622,12
4315,12
2600,12
8121,12
1822,12
8562,12
9991,12
7793,12
2911,12
6878,12
867,12
2292,12
4993,12
5120,12
2026,12
4012,12
1538,12
3529,12
5510,12
4166,12
6032,12
12323,12
3012,12
4226,12
3702,12
2458,12
7832,12
2197,12
2844,12
9369,12
4237,12
5917,12
9351,12
1314,12
1521,12
7549,12
117,12
936,12
1692,12
1321,12
8390,12
4416,12
5420,12
6289,12
4967,12
358,12
3637,12
3907,12
1950,12
3609,12
5869,12
6523,12
8510,12
9951,12
2468,12
61,12
461,12
993,12
2401,12
3839,12
3420,12
3773,12
3298,12
4285,12
3779,12
5997,12
7515,12
9114,12
2720,12
6707,12
8552,12
3065,12
3875,12
8579,12
4184,12
6874,12
1539,12
456,12
1643,12
2561,12
4897,12
6089,12
4444,12
5503,12
6369,12
2204,12
4020,12
4646,12
6003,12
930,12
2159,12
4054,12
3292,12
1677,12
4682,12
5596,12
6857,12
10757,12
877,12
2272,12
1662,12
10446,12
1849,12
2097,12
9696,12
3662,12
1229,12
7508,12
994,12
5451,12
4253,12
7526,12
8398,12
9057,12
11548,12
10004,12
9828,12
239,12
3361,12
9649,12
4687,12
7656,12
8348,12
3855,12
3998,12
8180,12
3600,12
4969,12
9540,12
10067,12
3463,12
4496,12
1325,12
5796,12
249,12
3297,12
289,12
889,12
3492,12
6807,12
816,12
3851,12
10454,12
5613,12
9688,12
5850,12
1709,12
4053,12
4255,12
3106,12
4069,12
11137,12
528,12
4945,12
5757,12
7336,12
2201,12
1465,12
3303,12
4972,12
3385,12
5390,12
2573,12
4791,12
3077,12
75,12
469,12
2088,12
3311,12
7851,12
3493,12
6585,12
2432,12
4170,12
5464,12
6903,12
953,12
1023,12
4675,12
1511,12
4551,12
2816,12
3230,12
9956,12
611,12
9000,12
11896,12
6733,12
6881,12
3367,12
3735,12
3380,12
3642,12
5955,12
7801,12
8729,12
3238,12
4152,12
6580,12
8956,12
10478,12
10196,12
11957,12
4609,12
1693,12
1728,12
2303,12
2773,12
1753,12
4056,12
5944,12
3665,12
7243,12
9661,12
135,12
7582,12
119,12
2124,12
3286,12
2162,12
3536,12
773,12
3880,12
3483,12
6652,12
9017,12
3299,12
4988,12
7636,12
5533,12
7643,12
8539,12
9400,12
2465,12
3491,12
311,12
628,12
2423,12
996,12
4019,12
4430,12
7679,12
8358,12
947,12
1762,12
2501,12
6352,12
7747,12
5435,12
5477,12
878,12
9532,12
1476,12
148,11
1829,11
1322,11
1975,11
3490,11
4042,11
4364,11
4294,11
2559,11
3631,11
6864,11
853,11
1808,11
3657,11
5867,11
5920,11
8664,11
9867,11
633,11
1160,11
4182,11
5383,11
8350,11
683,11
1525,11
2294,11
211,11
1378,11
7602,11
2079,11
3650,11
1034,11
1752,11
9366,11
2032,11
4695,11
7321,11
332,11
2610,11
2754,11
5095,11
6437,11
7192,11
8826,11
3123,11
5606,11
3587,11
8290,11
3512,11
4025,11
5401,11
7711,11
2939,11
6810,11
738,11
3912,11
10728,11
4363,11
10227,11
3184,11
4389,11
601,11
3888,11
4177,11
9522,11
1332,11
1886,11
8427,11
3689,11
157,11
758,11
5042,11
11353,11
4459,11
5084,11
9059,11
11273,11
47,11
8621,11
1300,11
5361,11
3104,11
3919,11
3940,11
7902,11
1311,11
5450,11
7898,11
660,11
1266,11
5303,11
6099,11
3970,11
4663,11
8025,11
11180,11
896,11
1008,11
2786,11
3059,11
3861,11
5204,11
8158,11
4450,11
1399,11
8238,11
9476,11
2536,11
3572,11
6759,11
86,11
10937,11
5777,11
4013,11
1627,11
1783,11
5325,11
429,11
11011,11
4562,11
283,11
431,11
1670,11
2185,11
4564,11
12358,11
2560,11
3120,11
3690,11
5246,11
5553,11
9834,11
6978,11
919,11
2177,11
2651,11
4846,11
9816,11
3209,11
3049,11
3759,11
7532,11
7868,11
266,11
3894,11
6261,11
6541,11
7191,11
7601,11
9623,11
4212,11
4543,11
3677,11
5546,11
4927,11
1436,11
2554,11
2571,11
3930,11
4483,11
9822,11
10083,11
13221,11
415,11
5738,11
1186,11
3119,11
9659,11
1225,11
3931,11
9906,11
11073,11
554,11
1002,11
7068,11
7319,11
8288,11
1452,11
3573,11
7870,11
2569,11
4393,11
1151,11
1253,11
2346,11
2545,11
3112,11
4235,11
4460,11
2565,11
10398,11
9992,11
1470,11
2841,11
9031,11
9610,11
1330,11
1654,11
5166,11
7727,11
10799,11
2732,11
5411,11
9066,11
675,11
6019,11
8102,11
383,11
1624,11
2534,11
9355,11
11136,11
316,11
3784,11
5404,11
10740,11
3471,11
4717,11
8137,11
10758,11
1696,11
6512,11
8297,11
8556,11
202,11
891,11
8117,11
4946,11
4593,11
11296,11
2759,11
2783,11
3615,11
5741,11
7327,11
7451,11
8904,11
11767,11
3300,11
1057,11
1865,11
1982,11
10212,11
8979,11
5767,11
9256,11
3934,11
7039,11
9466,11
4650,11
960,11
4613,11
9294,11
1779,11
2581,11
2993,11
687,11
5925,11
10722,11
2959,11
3465,11
5418,11
2665,11
1432,11
2935,11
11175,11
130,11
624,11
1531,11
5481,11
10541,11
627,11
9742,11
565,11
3777,11
4010,11
5799,11
7799,11
7883,11
585,11
1837,11
1555,11
2119,11
3090,11
3052,11
5393,11
8671,11
1020,11
2516,11
7350,11
8965,11
524,11
4497,11
6064,11
7477,11
2358,11
5260,11
6809,11
3193,11
4008,11
8995,11
2498,11
3101,11
3707,11
7200,11
7862,11
9386,11
11416,11
4292,11
4673,11
1214,11
3518,11
3807,11
4722,11
4814,11
10525,11
8223,11
9634,11
11066,11
1611,11
1715,11
5356,11
6535,11
1320,11
7951,11
1447,11
2793,11
5410,11
7706,11
7827,11
3317,11
5101,11
80,11
1528,11
3551,11
12371,11
1419,11
4862,11
6858,11
8295,11
9954,11
5027,11
6159,11
7511,11
10753,11
2529,11
1666,11
5978,11
411,11
477,11
1423,11
2123,11
4063,11
6843,11
7163,11
7318,11
226,11
5368,11
1289,11
3177,11
6725,11
9063,11
3064,11
1548,11
2868,11
3233,11
866,11
3547,11
6507,11
1257,11
2274,11
4275,11
3820,11
5779,11
5812,11
7195,11
752,11
4696,11
6731,11
1053,11
4072,11
8149,11
4241,11
8386,11
382,11
11046,11
2530,11
10616,11
141,11
1532,11
2160,11
4516,11
4746,11
5046,11
8463,11
3565,11
5438,11
3041,11
7593,11
5842,11
574,11
1554,11
1842,11
3977,11
7185,11
298,11
2693,11
1573,11
2400,11
4316,11
6743,11
4004,11
4268,11
10784,11
4728,11
5815,11
2459,11
2767,11
147,11
910,11
6036,11
8387,11
3442,11
3928,11
8994,11
4514,11
7307,11
1992,11
1563,11
9356,11
1437,11
1954,11
9744,11
4856,11
8089,11
2974,11
5746,11
8050,11
3921,11
6208,11
6860,11
1819,11
5644,11
7668,11
1652,11
2642,11
3186,11
7809,11
10778,11
5459,11
942,11
2243,11
3005,11
6111,11
1202,11
2766,11
682,11
915,11
3176,11
275,11
802,11
1376,11
5456,11
9068,11
2586,11
3887,11
4659,11
4904,11
5419,11
4674,11
864,11
4179,11
8101,11
8920,11
4744,11
6061,11
9321,11
11074,11
949,11
4398,11
7507,11
4330,11
1097,11
11095,11
3368,11
841,11
2546,11
7770,11
4811,11
2713,11
8754,11
517,11
1138,11
2457,11
7874,11
5803,10
9376,10
9465,10
1507,10
2387,10
4161,10
7417,10
11280,10
1352,10
5984,10
8257,10
9383,10
10798,10
1884,10
1977,10
4957,10
255,10
588,10
3028,10
3105,10
6832,10
8229,10
1466,10
8450,10
8927,10
9721,10
11014,10
918,10
5457,10
8146,10
9433,10
10267,10
10435,10
375,10
876,10
2173,10
4713,10
11478,10
1700,10
1863,10
3431,10
1404,10
4153,10
6737,10
874,10
2662,10
4088,10
4896,10
8698,10
2180,10
2463,10
497,10
2905,10
4083,10
6855,10
1030,10
2752,10
3403,10
3624,10
10354,10
12582,10
5212,10
6011,10
6936,10
831,10
1269,10
1927,10
6865,10
7122,10
8822,10
12298,10
2322,10
4199,10
7662,10
11823,10
5448,10
1085,10
4899,10
6956,10
8782,10
10010,10
7020,10
9601,10
11282,10
2701,10
3353,10
5069,10
5328,10
5465,10
5841,10
602,10
6896,10
8351,10
13781,10
2975,10
3216,10
4047,10
4227,10
5765,10
822,10
2127,10
3546,10
10684,10
10760,10
2031,10
6465,10
1796,10
1961,10
2521,10
2725,10
4203,10
12146,10
625,10
6503,10
7551,10
8851,10
232,10
9988,10
11026,10
2181,10
5478,10
8399,10
4384,10
4655,10
6960,10
2109,10
3293,10
6515,10
8010,10
5354,10
10377,10
8751,10
10235,10
1626,10
2886,10
6778,10
6932,10
2760,10
3206,10
3421,10
3636,10
3923,10
2054,10
2614,10
2781,10
10613,10
11917,10
1391,10
1504,10
2780,10
3208,10
4338,10
10407,10
11050,10
4614,10
6294,10
1616,10
2575,10
3754,10
6112,10
7616,10
10975,10
1323,10
4288,10
5082,10
5231,10
9157,10
1682,10
760,10
3720,10
4420,10
11142,10
11332,10
852,10
2158,10
4565,10
4672,10
998,10
1082,10
2879,10
3549,10
4202,10
7595,10
9309,10
1956,10
6764,10
9052,10
9707,10
839,10
2326,10
9980,10
1994,10
4620,10
2712,10
5564,10
570,10
6088,10
8548,10
9505,10
9660,10
966,10
6308,10
7559,10
10458,10
4603,10
10306,10
1499,10
6994,10
8234,10
2223,10
2613,10
4125,10
6323,10
8363,10
4765,10
6043,10
1930,10
4529,10
9385,10
10767,10
258,10
1232,10
4454,10
7520,10
9305,10
8912,10
1420,10
3635,10
6833,10
6985,10
419,10
5054,10
5489,10
7667,10
7859,10
1128,10
4322,10
4494,10
7831,10
8909,10
9858,10
2153,10
4623,10
5594,10
6141,10
2743,10
2987,10
4130,10
3694,10
8557,10
154,10
1181,10
1326,10
4017,10
6414,10
455,10
484,10
5572,10
8474,10
1827,10
7148,10
3612,10
7903,10
4037,10
5446,10
5744,10
10016,10
5941,10
6471,10
8196,10
8590,10
854,10
1831,10
5471,10
1635,10
4930,10
4933,10
6256,10
8189,10
2336,10
2556,10
4113,10
937,10
3163,10
3301,10
5409,10
7538,10
8589,10
486,10
1487,10
1966,10
2567,10
3634,10
5372,10
7842,10
374,10
2279,10
2926,10
3122,10
4059,10
6006,10
6447,10
17,10
4576,10
5342,10
7774,10
4023,10
5661,10
8262,10
9095,10
1293,10
1403,10
5800,10
7645,10
2588,10
5943,10
8246,10
746,10
1850,10
2206,10
6571,10
9394,10
1369,10
3316,10
8373,10
8596,10
11035,10
739,10
4075,10
6138,10
10479,10
7379,10
1789,10
4440,10
9994,10
1833,10
5630,10
7603,10
7724,10
8446,10
9524,10
1096,10
4916,10
5956,10
7638,10
8202,10
173,10
4215,10
4690,10
5795,10
10837,10
2046,10
3653,10
9973,10
10024,10
757,10
3889,10
4066,10
4313,10
6816,10
23,10
5022,10
7713,10
8885,10
2576,10
4550,10
6385,10
648,10
3024,10
6388,10
9259,10
9271,10
10033,10
856,10
5072,10
7986,10
9619,10
10496,10
247,10
7620,10
7814,10
4058,10
5549,10
7180,10
439,10
794,10
2333,10
4651,10
5376,10
5912,10
9495,10
9875,10
1790,10
3188,10
129,10
448,10
3867,10
4035,10
6478,10
8252,10
9989,10
13819,10
1001,10
1742,10
2345,10
3357,10
11396,10
1058,10
1209,10
5058,10
1638,10
5522,10
5693,10
779,10
1609,10
10465,10
11528,10
8645,10
814,10
1825,10
2769,10
3597,10
4402,10
4981,10
5696,10
7629,10
8958,10
9127,10
4932,10
4087,10
5669,10
6752,10
10086,10
4052,10
6899,10
8368,10
3618,10
4168,10
4272,10
8233,10
9874,10
812,10
10858,10
4148,10
4370,10
4404,10
5996,10
8276,10
167,10
394,10
3935,10
5426,10
7138,10
11300,10
1389,10
3016,10
3486,10
11472,10
245,10
4270,10
5201,10
9083,10
1126,10
1368,10
2033,10
795,10
5733,10
1558,10
4278,10
3755,10
121,10
2505,10
5434,10
6380,10
11126,10
351,10
1592,10
6870,10
7060,10
697,10
95,10
4563,10
2125,10
3322,10
7563,10
10023,10
1177,10
1587,10
3253,10
3713,10
1283,10
352,10
2870,10
3477,10
6431,10
933,10
1308,10
3302,10
5007,10
9064,10
9472,10
490,10
3466,10
5352,10
8823,10
1173,10
1631,10
2216,10
3979,10
5240,10
3553,10
5508,10
5894,10
203,10
5175,10
5483,10
7864,10
724,10
3992,10
8349,10
592,10
2592,10
5747,10
272,10
735,10
1383,10
2710,10
5623,10
7544,10
109,10
254,10
378,10
1617,10
2795,10
5406,10
534,10
3019,10
6121,10
3995,10
170,10
1268,10
1544,10
4634,10
5963,10
2527,10
3424,10
4449,10
5430,10
6070,10
6468,10
10705,10
58,10
3145,10
4362,10
6453,10
6986,10
10357,10
204,10
421,10
1152,10
1794,10
4213,10
83,10
369,10
3903,10
10576,10
6242,10
2379,10
6444,10
8736,10
3680,10
5021,10
6915,10
7671,10
546,10
805,10
4089,10
6750,10
4165,10
6475,10
9746,10
242,10
5118,10
8714,10
1106,10
3948,10
5634,10
6251,10
5991,10
79,10
7007,10
1070,10
3942,10
4665,10
9026,10
2548,10
3737,10
4112,10
7111,10
9049,10
12144,10
3950,10
1112,10
4953,10
1428,10
3174,10
3348,10
4388,10
4580,10
6800,10
7813,10
11099,10
3295,10
8833,10
5233,10
11063,10
11600,10
184,10
1836,10
4346,10
700,10
1568,10
3021,10
3312,10
8542,10
10179,10
10908,10
4341,10
7756,10
7777,10
681,10
5681,10
8013,10
11276,10
5919,10
172,10
7822,10
9050,10
2676,10
8294,10
1013,10
2528,10
5275,10
5721,10
2002,10
3901,10
4331,10
8289,10
1900,10
4941,10
2570,10
4171,10
4373,10
6033,10
11359,10
932,10
4234,10
11324,10
2184,10
701,10
3688,10
4421,10
8261,10
1359,10
1656,10
3046,10
4484,10
5990,10
6459,10
2487,10
2965,10
5431,10
6819,10
7166,10
471,9
3749,9
2580,9
2811,9
3475,9
6773,9
1699,9
2996,9
3488,9
5071,9
5345,9
580,9
2443,9
3089,9
7530,9
2392,9
5157,9
5513,9
8211,9
12210,9
481,9
970,9
5995,9
6396,9
6866,9
6937,9
10597,9
1766,9
3691,9
5100,9
6010,9
1016,9
2848,9
5692,9
3087,9
4061,9
5529,9
8042,9
10022,9
4401,9
4796,9
11954,9
3844,9
5605,9
5771,9
7571,9
9097,9
796,9
4321,9
7499,9
8961,9
11183,9
11897,9
756,9
1500,9
1823,9
3198,9
4181,9
4415,9
5926,9
6056,9
2484,9
5055,9
5490,9
7533,9
8977,9
9217,9
2522,9
3234,9
7818,9
11571,9
2842,9
5119,9
10449,9
11422,9
12373,9
300,9
1163,9
1489,9
2778,9
3151,9
7539,9
8127,9
8986,9
11201,9
3626,9
4925,9
1816,9
1889,9
2467,9
2526,9
3941,9
501,9
5759,9
6847,9
7489,9
8656,9
13838,9
1294,9
8895,9
811,9
2134,9
3666,9
1363,9
1759,9
2727,9
4036,9
5768,9
7023,9
9873,9
11326,9
103,9
2323,9
2497,9
5238,9
7556,9
7718,9
8115,9
8326,9
9712,9
4198,9
4317,9
7447,9
2692,9
3679,9
6522,9
5886,9
8947,9
663,9
2502,9
4526,9
7710,9
7742,9
1908,9
3891,9
4823,9
9919,9
285,9
1824,9
3586,9
4387,9
7026,9
9653,9
22,9
727,9
12088,9
319,9
1291,9
4028,9
4251,9
6071,9
10683,9
233,9
6898,9
855,9
6929,9
111,9
1942,9
3862,9
6836,9
6993,9
9247,9
2064,9
5182,9
5755,9
6024,9
6553,9
8721,9
827,9
1055,9
1244,9
2619,9
6014,9
6435,9
6946,9
7896,9
132,9
6560,9
7398,9
7560,9
8015,9
8200,9
696,9
882,9
1599,9
3349,9
5609,9
7347,9
1723,9
2082,9
2108,9
2840,9
3976,9
4435,9
8040,9
8165,9
9725,9
2329,9
3752,9
5047,9
7854,9
10871,9
512,9
1664,9
3025,9
4786,9
7725,9
7768,9
8830,9
768,9
1812,9
3147,9
3593,9
4464,9
9864,9
212,9
2155,9
3162,9
4569,9
5761,9
1434,9
3607,9
7733,9
10697,9
689,9
1770,9
2768,9
3197,9
9152,9
9493,9
5590,9
5612,9
5992,9
9055,9
9885,9
636,9
1089,9
6827,9
8204,9
205,9
4914,9
6146,9
7660,9
13696,9
3700,9
9833,9
5359,9
6579,9
2686,9
4645,9
5724,9
7894,9
12578,9
6745,9
13456,9
1461,9
2519,9
2681,9
6824,9
692,9
1335,9
9932,9
11211,9
582,9
1273,9
3067,9
4118,9
8091,9
10104,9
10802,9
10899,9
11594,9
2489,9
3399,9
4137,9
10963,9
13215,9
1467,9
2666,9
6086,9
7110,9
1146,9
3269,9
3649,9
8159,9
9091,9
9862,9
969,9
1028,9
5148,9
9947,9
10017,9
1191,9
3534,9
5466,9
6181,9
7703,9
620,9
846,9
1701,9
4159,9
9779,9
452,9
732,9
1167,9
3632,9
4027,9
5203,9
9357,9
507,9
544,9
2740,9
11192,9
163,9
191,9
2128,9
2985,9
4739,9
6529,9
8273,9
9239,9
11214,9
959,9
2824,9
2105,9
2492,9
3816,9
6803,9
8614,9
9964,9
10394,9
11043,9
430,9
989,9
2761,9
2930,9
3039,9
4204,9
4324,9
5463,9
9539,9
10447,9
6304,9
10512,9
11577,9
1475,9
2176,9
4318,9
8095,9
1490,9
4476,9
7503,9
7860,9
9300,9
1050,9
9513,9
1189,9
4191,9
4249,9
4445,9
5896,9
6345,9
607,9
2190,9
10484,9
11847,9
43,9
4534,9
5171,9
5494,9
6479,9
7881,9
9790,9
10442,9
511,9
8078,9
13682,9
2524,9
9364,9
12862,9
2106,9
3404,9
7558,9
8372,9
11193,9
12173,9
165,9
666,9
1182,9
1697,9
1703,9
5476,9
11171,9
843,9
2036,9
2620,9
3330,9
8519,9
207,9
489,9
5124,9
1310,9
2241,9
4793,9
7176,9
10764,9
11027,9
11307,9
2932,9
4572,9
8365,9
8867,9
3199,9
4772,9
6085,9
1858,9
2887,9
3805,9
5283,9
13627,9
2004,9
5180,9
6893,9
7509,9
231,9
1406,9
1597,9
3141,9
3451,9
3902,9
7612,9
10040,9
10909,9
1967,9
8951,9
505,9
2244,9
2269,9
11811,9
1211,9
4500,9
5560,9
5748,9
9125,9
695,9
8119,9
2490,9
4567,9
7653,9
8128,9
8544,9
594,9
2444,9
5966,9
7139,9
3681,9
11284,9
698,9
870,9
2906,9
3102,9
4453,9
4626,9
6235,9
7618,9
7948,9
8746,9
829,9
1438,9
1451,9
3823,9
6521,9
8801,9
9242,9
9942,9
10476,9
11224,9
4068,9
11208,9
2631,9
3513,9
4361,9
5923,9
8662,9
8793,9
1205,9
1737,9
2495,9
5720,9
10057,9
10261,9
1340,9
1575,9
3339,9
5742,9
10559,9
449,9
4044,9
4299,9
4601,9
8667,9
10945,9
679,9
719,9
1169,9
3157,9
4002,9
5432,9
5792,9
5797,9
5998,9
6390,9
629,9
1075,9
1287,9
1868,9
3964,9
10424,9
13651,9
3294,9
7924,9
13605,9
238,9
2136,9
2988,9
7956,9
9033,9
12113,9
453,9
2199,9
2214,9
1914,9
2053,9
3251,9
5683,9
9265,9
13636,9
7753,9
8112,9
8169,9
343,9
4011,9
4154,9
5443,9
5903,9
7004,9
331,9
465,9
1381,9
5408,9
5788,9
6102,9
7545,9
9174,9
9473,9
438,9
1388,9
8465,9
8835,9
10431,9
10486,9
10503,9
467,9
2951,9
10653,9
400,9
1317,9
2258,9
2790,9
4260,9
4431,9
8073,9
8661,9
10716,9
234,9
312,9
5269,9
6347,9
8336,9
9061,9
10452,9
885,9
1898,9
1960,9
5449,9
8520,9
9499,9
4301,9
4344,9
10573,9
3526,9
3651,9
4689,9
10509,9
848,9
1401,9
4761,9
6120,9
6812,9
7721,9
9686,9
3850,9
7059,9
7392,9
8759,9
13620,9
951,9
6938,9
8960,9
10620,9
293,9
1102,9
2012,9
2290,9
2462,9
5731,9
8327,9
45,9
5725,9
7840,9
13731,9
952,9
4670,9
8910,9
320,9
418,9
1405,9
3462,9
7510,9
9600,9
11225,9
2568,9
2901,9
7626,9
1987,9
6931,9
9974,9
10308,9
3616,9
7900,9
8777,9
9150,9
9188,9
2539,9
5710,9
6372,9
6981,9
7821,9
3994,9
9146,9
9829,9
10087,9
10432,9
1078,9
3290,9
8642,9
1479,9
3259,9
5207,9
5957,9
3204,9
5143,9
5635,9
7652,9
8584,9
4590,9
7700,9
8808,9
8810,9
9281,9
1083,9
6851,9
10718,9
11114,9
482,9
740,9
2145,9
2669,9
5813,9
10238,9
12497,9
741,9
2453,9
5312,9
5498,9
2862,9
9969,9
11176,9
5161,9
7414,9
12551,9
1079,9
3165,9
3246,9
5093,9
5111,9
5723,9
8268,9
98,9
195,9
256,9
911,9
8230,9
10989,9
2285,9
4342,9
6364,9
7175,9
7326,9
9179,9
9225,9
828,9
3569,9
4553,9
6815,9
10985,9
11699,9
1712,9
1844,9
9791,9
10401,9
12557,9
2450,9
3738,9
2441,9
3896,9
782,9
3396,9
6983,9
712,9
899,9
8837,9
334,9
5005,9
8553,9
515,9
680,9
1622,9
2660,9
4309,9
5910,9
1726,9
4139,9
9672,9
997,9
1149,9
1446,9
2427,9
3957,9
11521,9
12389,9
718,9
749,9
1474,9
10756,9
1162,9
4755,9
2146,9
3544,9
6041,9
8659,9
865,9
7094,9
7529,9
9177,9
10203,9
12001,9
12204,9
726,9
1370,9
3672,9
6814,9
7712,9
8515,9
9030,9
3109,9
110,9
1860,9
3223,9
4031,9
4266,9
5439,9
6589,9
8020,9
8371,9
13669,9
7950,9
6317,9
7381,9
10492,9
12486,9
1080,9
4371,9
5858,9
2101,9
2946,9
3187,9
4895,9
5486,9
6912,9
1658,9
4745,9
8775,9
8963,9
6338,9
7450,9
8035,9
10460,9
10658,9
1086,9
4417,9
7844,9
8059,9
2319,9
6802,9
7772,9
8195,9
10455,9
337,9
2415,9
5060,9
7502,9
803,9
1572,9
1817,9
4261,9
4871,9
6519,9
7064,9
11559,9
11812,9
3968,9
4771,9
7625,9
8253,9
8316,9
9922,9
12891,9
365,9
2825,9
4194,9
6474,9
7172,9
8763,9
1612,9
2276,9
4046,9
10048,9
10523,9
3329,9
4872,9
5145,9
5648,9
6412,9
6701,9
7658,9
281,9
4060,9
4556,9
8076,9
9856,9
2792,9
3315,9
3578,9
3989,9
815,9
901,9
1445,9
3214,9
9636,9
557,9
3371,9
4029,9
4085,9
4555,9
186,9
5318,9
12020,9
894,9
1940,9
5139,9
11090,9
5002,9
6410,9
7573,9
7934,9
10439,9
174,9
6069,9
10515,9
562,9
716,9
4732,9
9978,9
2175,9
2745,9
4749,9
7627,9
8057,9
8471,9
8517,9
12600,9
7384,9
9704,9
670,9
1867,9
5436,9
10762,9
4310,9
5706,9
7635,9
8466,9
9381,9
9599,9
1204,9
2982,9
12354,9
468,9
917,9
4467,9
5455,9
5754,9
1933,9
2973,9
6205,9
521,9
3345,9
5530,9
7043,9
8771,9
10467,9
10566,9
2599,9
10034,9
1993,9
2746,9
3402,9
4380,9
4513,9
6942,9
3910,9
6438,9
7476,9
1238,8
1580,8
1645,8
3175,8
3997,8
4818,8
